total pixels, size of ascii file (bytes), size of compressed binary file (bytes), size of decompressed ascii file (bytes), size of SVD.txt (bytes), rank, size of compressed binary SVD file (bytes), size of decompressed svd file ascii (bytes) 
490000, 1752513, 490005, 1752513, 18620000, 21, 117691, 1778152
490000, 1752513, 490005, 1752513, 18620000, 22, 123295, 1772005
490000, 1752513, 490005, 1752513, 18620000, 23, 128899, 1766797
490000, 1752513, 490005, 1752513, 18620000, 24, 134503, 1771158
490000, 1752513, 490005, 1752513, 18620000, 25, 140107, 1775370
490000, 1752513, 490005, 1752513, 18620000, 26, 145711, 1774200
490000, 1752513, 490005, 1752513, 18620000, 27, 151315, 1773446
490000, 1752513, 490005, 1752513, 18620000, 28, 156919, 1773031
490000, 1752513, 490005, 1752513, 18620000, 29, 162523, 1771836
490000, 1752513, 490005, 1752513, 18620000, 30, 168127, 1771644
490000, 1752513, 490005, 1752513, 18620000, 31, 173731, 1774352
490000, 1752513, 490005, 1752513, 18620000, 32, 179335, 1777949
490000, 1752513, 490005, 1752513, 18620000, 33, 184939, 1774701
490000, 1752513, 490005, 1752513, 18620000, 34, 190543, 1770464
490000, 1752513, 490005, 1752513, 18620000, 35, 196147, 1773468
490000, 1752513, 490005, 1752513, 18620000, 36, 201751, 1774884
490000, 1752513, 490005, 1752513, 18620000, 37, 207355, 1775339
490000, 1752513, 490005, 1752513, 18620000, 38, 212959, 1777654
490000, 1752513, 490005, 1752513, 18620000, 39, 218563, 1773295
490000, 1752513, 490005, 1752513, 18620000, 40, 224167, 1771774
490000, 1752513, 490005, 1752513, 18620000, 41, 229771, 1772557
490000, 1752513, 490005, 1752513, 18620000, 42, 235375, 1774532
490000, 1752513, 490005, 1752513, 18620000, 43, 240979, 1772590
490000, 1752513, 490005, 1752513, 18620000, 44, 246583, 1768550
490000, 1752513, 490005, 1752513, 18620000, 45, 252187, 1769846
490000, 1752513, 490005, 1752513, 18620000, 46, 257791, 1769482
490000, 1752513, 490005, 1752513, 18620000, 47, 263395, 1770783
490000, 1752513, 490005, 1752513, 18620000, 48, 268999, 1772590
490000, 1752513, 490005, 1752513, 18620000, 49, 274603, 1771024
490000, 1752513, 490005, 1752513, 18620000, 50, 280207, 1769888
490000, 1752513, 490005, 1752513, 18620000, 51, 285811, 1770038
490000, 1752513, 490005, 1752513, 18620000, 52, 291415, 1769375
490000, 1752513, 490005, 1752513, 18620000, 53, 297019, 1769587
490000, 1752513, 490005, 1752513, 18620000, 54, 302623, 1769566
490000, 1752513, 490005, 1752513, 18620000, 55, 308227, 1769275
490000, 1752513, 490005, 1752513, 18620000, 56, 313831, 1768797
490000, 1752513, 490005, 1752513, 18620000, 57, 319435, 1768502
490000, 1752513, 490005, 1752513, 18620000, 58, 325039, 1769028
490000, 1752513, 490005, 1752513, 18620000, 59, 330643, 1769043
490000, 1752513, 490005, 1752513, 18620000, 60, 336247, 1768389
490000, 1752513, 490005, 1752513, 18620000, 61, 341851, 1766979
490000, 1752513, 490005, 1752513, 18620000, 62, 347455, 1768114
490000, 1752513, 490005, 1752513, 18620000, 63, 353059, 1768203
490000, 1752513, 490005, 1752513, 18620000, 64, 358663, 1768258
490000, 1752513, 490005, 1752513, 18620000, 65, 364267, 1767888
490000, 1752513, 490005, 1752513, 18620000, 66, 369871, 1767666
490000, 1752513, 490005, 1752513, 18620000, 67, 375475, 1767052
490000, 1752513, 490005, 1752513, 18620000, 68, 381079, 1768151
490000, 1752513, 490005, 1752513, 18620000, 69, 386683, 1768892
490000, 1752513, 490005, 1752513, 18620000, 70, 392287, 1767640
490000, 1752513, 490005, 1752513, 18620000, 71, 397891, 1766211
490000, 1752513, 490005, 1752513, 18620000, 72, 403495, 1766967
490000, 1752513, 490005, 1752513, 18620000, 73, 409099, 1767433
490000, 1752513, 490005, 1752513, 18620000, 74, 414703, 1767194
490000, 1752513, 490005, 1752513, 18620000, 75, 420307, 1767092
490000, 1752513, 490005, 1752513, 18620000, 76, 425911, 1767206
490000, 1752513, 490005, 1752513, 18620000, 77, 431515, 1766707
490000, 1752513, 490005, 1752513, 18620000, 78, 437119, 1766222
490000, 1752513, 490005, 1752513, 18620000, 79, 442723, 1766778
490000, 1752513, 490005, 1752513, 18620000, 80, 448327, 1767303
490000, 1752513, 490005, 1752513, 18620000, 81, 453931, 1767095
490000, 1752513, 490005, 1752513, 18620000, 82, 459535, 1766660
490000, 1752513, 490005, 1752513, 18620000, 83, 465139, 1766831
490000, 1752513, 490005, 1752513, 18620000, 84, 470743, 1767004
490000, 1752513, 490005, 1752513, 18620000, 85, 476347, 1767106
490000, 1752513, 490005, 1752513, 18620000, 86, 481951, 1766619
490000, 1752513, 490005, 1752513, 18620000, 87, 487555, 1766458
490000, 1752513, 490005, 1752513, 18620000, 88, 493159, 1766400
490000, 1752513, 490005, 1752513, 18620000, 89, 498763, 1766413
490000, 1752513, 490005, 1752513, 18620000, 90, 504367, 1766363
490000, 1752513, 490005, 1752513, 18620000, 91, 509971, 1765931
490000, 1752513, 490005, 1752513, 18620000, 92, 515575, 1765494
490000, 1752513, 490005, 1752513, 18620000, 93, 521179, 1765453
490000, 1752513, 490005, 1752513, 18620000, 94, 526783, 1765362
490000, 1752513, 490005, 1752513, 18620000, 95, 532387, 1765239
490000, 1752513, 490005, 1752513, 18620000, 96, 537991, 1765066
490000, 1752513, 490005, 1752513, 18620000, 97, 543595, 1764687
490000, 1752513, 490005, 1752513, 18620000, 98, 549199, 1764856
490000, 1752513, 490005, 1752513, 18620000, 99, 554803, 1764851
562500, 2011805, 562505, 2011805, 21375000, 1, 6011, 2250791
562500, 2011805, 562505, 2011805, 21375000, 2, 12015, 2108214
562500, 2011805, 562505, 2011805, 21375000, 3, 18019, 2035226
562500, 2011805, 562505, 2011805, 21375000, 4, 24023, 2045894
562500, 2011805, 562505, 2011805, 21375000, 5, 30027, 2070310
562500, 2011805, 562505, 2011805, 21375000, 6, 36031, 2049898
562500, 2011805, 562505, 2011805, 21375000, 7, 42035, 2016703
562500, 2011805, 562505, 2011805, 21375000, 8, 48039, 2021943
562500, 2011805, 562505, 2011805, 21375000, 9, 54043, 2020643
562500, 2011805, 562505, 2011805, 21375000, 10, 60047, 2027301
562500, 2011805, 562505, 2011805, 21375000, 11, 66051, 2029555
562500, 2011805, 562505, 2011805, 21375000, 12, 72055, 2021837
562500, 2011805, 562505, 2011805, 21375000, 13, 78059, 2014584
562500, 2011805, 562505, 2011805, 21375000, 14, 84063, 2020753
562500, 2011805, 562505, 2011805, 21375000, 15, 90067, 2024383
562500, 2011805, 562505, 2011805, 21375000, 16, 96071, 2024580
562500, 2011805, 562505, 2011805, 21375000, 17, 102075, 2019505
562500, 2011805, 562505, 2011805, 21375000, 18, 108079, 2027298
562500, 2011805, 562505, 2011805, 21375000, 19, 114083, 2038707
562500, 2011805, 562505, 2011805, 21375000, 20, 120087, 2042018
562500, 2011805, 562505, 2011805, 21375000, 21, 126091, 2050699
562500, 2011805, 562505, 2011805, 21375000, 22, 132095, 2042913
562500, 2011805, 562505, 2011805, 21375000, 23, 138099, 2035000
562500, 2011805, 562505, 2011805, 21375000, 24, 144103, 2041505
562500, 2011805, 562505, 2011805, 21375000, 25, 150107, 2046050
562500, 2011805, 562505, 2011805, 21375000, 26, 156111, 2041913
562500, 2011805, 562505, 2011805, 21375000, 27, 162115, 2039513
562500, 2011805, 562505, 2011805, 21375000, 28, 168119, 2033742
562500, 2011805, 562505, 2011805, 21375000, 29, 174123, 2029896
562500, 2011805, 562505, 2011805, 21375000, 30, 180127, 2023498
562500, 2011805, 562505, 2011805, 21375000, 31, 186131, 2019304
562500, 2011805, 562505, 2011805, 21375000, 32, 192135, 2016992
562500, 2011805, 562505, 2011805, 21375000, 33, 198139, 2019931
562500, 2011805, 562505, 2011805, 21375000, 34, 204143, 2029434
562500, 2011805, 562505, 2011805, 21375000, 35, 210147, 2029420
562500, 2011805, 562505, 2011805, 21375000, 36, 216151, 2029484
562500, 2011805, 562505, 2011805, 21375000, 37, 222155, 2029310
562500, 2011805, 562505, 2011805, 21375000, 38, 228159, 2028689
562500, 2011805, 562505, 2011805, 21375000, 39, 234163, 2028223
562500, 2011805, 562505, 2011805, 21375000, 40, 240167, 2028046
562500, 2011805, 562505, 2011805, 21375000, 41, 246171, 2027660
562500, 2011805, 562505, 2011805, 21375000, 42, 252175, 2028179
562500, 2011805, 562505, 2011805, 21375000, 43, 258179, 2028183
562500, 2011805, 562505, 2011805, 21375000, 44, 264183, 2028208
562500, 2011805, 562505, 2011805, 21375000, 45, 270187, 2027553
562500, 2011805, 562505, 2011805, 21375000, 46, 276191, 2027137
562500, 2011805, 562505, 2011805, 21375000, 47, 282195, 2026825
562500, 2011805, 562505, 2011805, 21375000, 48, 288199, 2026504
562500, 2011805, 562505, 2011805, 21375000, 49, 294203, 2025829
562500, 2011805, 562505, 2011805, 21375000, 50, 300207, 2025410
562500, 2011805, 562505, 2011805, 21375000, 51, 306211, 2025115
562500, 2011805, 562505, 2011805, 21375000, 52, 312215, 2024654
562500, 2011805, 562505, 2011805, 21375000, 53, 318219, 2024369
562500, 2011805, 562505, 2011805, 21375000, 54, 324223, 2024030
562500, 2011805, 562505, 2011805, 21375000, 55, 330227, 2023540
562500, 2011805, 562505, 2011805, 21375000, 56, 336231, 2022808
562500, 2011805, 562505, 2011805, 21375000, 57, 342235, 2022683
562500, 2011805, 562505, 2011805, 21375000, 58, 348239, 2022543
562500, 2011805, 562505, 2011805, 21375000, 59, 354243, 2022265
562500, 2011805, 562505, 2011805, 21375000, 60, 360247, 2021849
562500, 2011805, 562505, 2011805, 21375000, 61, 366251, 2021205
562500, 2011805, 562505, 2011805, 21375000, 62, 372255, 2020247
562500, 2011805, 562505, 2011805, 21375000, 63, 378259, 2019547
562500, 2011805, 562505, 2011805, 21375000, 64, 384263, 2019075
562500, 2011805, 562505, 2011805, 21375000, 65, 390267, 2018449
562500, 2011805, 562505, 2011805, 21375000, 66, 396271, 2018029
562500, 2011805, 562505, 2011805, 21375000, 67, 402275, 2017204
562500, 2011805, 562505, 2011805, 21375000, 68, 408279, 2016873
562500, 2011805, 562505, 2011805, 21375000, 69, 414283, 2016302
562500, 2011805, 562505, 2011805, 21375000, 70, 420287, 2015891
562500, 2011805, 562505, 2011805, 21375000, 71, 426291, 2015653
562500, 2011805, 562505, 2011805, 21375000, 72, 432295, 2015559
562500, 2011805, 562505, 2011805, 21375000, 73, 438299, 2015281
562500, 2011805, 562505, 2011805, 21375000, 74, 444303, 2015158
562500, 2011805, 562505, 2011805, 21375000, 75, 450307, 2014926
562500, 2011805, 562505, 2011805, 21375000, 76, 456311, 2014697
562500, 2011805, 562505, 2011805, 21375000, 77, 462315, 2014513
562500, 2011805, 562505, 2011805, 21375000, 78, 468319, 2014440
562500, 2011805, 562505, 2011805, 21375000, 79, 474323, 2014181
562500, 2011805, 562505, 2011805, 21375000, 80, 480327, 2014155
562500, 2011805, 562505, 2011805, 21375000, 81, 486331, 2013630
562500, 2011805, 562505, 2011805, 21375000, 82, 492335, 2013513
562500, 2011805, 562505, 2011805, 21375000, 83, 498339, 2013419
562500, 2011805, 562505, 2011805, 21375000, 84, 504343, 2013360
562500, 2011805, 562505, 2011805, 21375000, 85, 510347, 2013104
562500, 2011805, 562505, 2011805, 21375000, 86, 516351, 2013024
562500, 2011805, 562505, 2011805, 21375000, 87, 522355, 2012740
562500, 2011805, 562505, 2011805, 21375000, 88, 528359, 2012626
562500, 2011805, 562505, 2011805, 21375000, 89, 534363, 2012556
562500, 2011805, 562505, 2011805, 21375000, 90, 540367, 2012555
562500, 2011805, 562505, 2011805, 21375000, 91, 546371, 2012555
562500, 2011805, 562505, 2011805, 21375000, 92, 552375, 2012555
562500, 2011805, 562505, 2011805, 21375000, 93, 558379, 2012555
562500, 2011805, 562505, 2011805, 21375000, 94, 564383, 2012555
562500, 2011805, 562505, 2011805, 21375000, 95, 570387, 2012555
562500, 2011805, 562505, 2011805, 21375000, 96, 576391, 2012555
562500, 2011805, 562505, 2011805, 21375000, 97, 582395, 2012555
562500, 2011805, 562505, 2011805, 21375000, 98, 588399, 2012555
562500, 2011805, 562505, 2011805, 21375000, 99, 594403, 2012555
640000, 2288979, 640005, 2288979, 24320000, 1, 6411, 2560841
640000, 2288979, 640005, 2288979, 24320000, 2, 12815, 2398298
640000, 2288979, 640005, 2288979, 24320000, 3, 19219, 2314801
640000, 2288979, 640005, 2288979, 24320000, 4, 25623, 2328745
640000, 2288979, 640005, 2288979, 24320000, 5, 32027, 2357169
640000, 2288979, 640005, 2288979, 24320000, 6, 38431, 2332891
640000, 2288979, 640005, 2288979, 24320000, 7, 44835, 2295916
640000, 2288979, 640005, 2288979, 24320000, 8, 51239, 2299530
640000, 2288979, 640005, 2288979, 24320000, 9, 57643, 2294401
640000, 2288979, 640005, 2288979, 24320000, 10, 64047, 2307181
640000, 2288979, 640005, 2288979, 24320000, 11, 70451, 2314406
640000, 2288979, 640005, 2288979, 24320000, 12, 76855, 2300507
640000, 2288979, 640005, 2288979, 24320000, 13, 83259, 2291446
640000, 2288979, 640005, 2288979, 24320000, 14, 89663, 2301390
640000, 2288979, 640005, 2288979, 24320000, 15, 96067, 2312943
640000, 2288979, 640005, 2288979, 24320000, 16, 102471, 2311507
640000, 2288979, 640005, 2288979, 24320000, 17, 108875, 2297226
640000, 2288979, 640005, 2288979, 24320000, 18, 115279, 2307613
640000, 2288979, 640005, 2288979, 24320000, 19, 121683, 2307901
640000, 2288979, 640005, 2288979, 24320000, 20, 128087, 2313908
640000, 2288979, 640005, 2288979, 24320000, 21, 134491, 2322231
640000, 2288979, 640005, 2288979, 24320000, 22, 140895, 2314198
640000, 2288979, 640005, 2288979, 24320000, 23, 147299, 2307370
640000, 2288979, 640005, 2288979, 24320000, 24, 153703, 2313151
640000, 2288979, 640005, 2288979, 24320000, 25, 160107, 2318092
640000, 2288979, 640005, 2288979, 24320000, 26, 166511, 2317683
640000, 2288979, 640005, 2288979, 24320000, 27, 172915, 2317966
640000, 2288979, 640005, 2288979, 24320000, 28, 179319, 2315014
640000, 2288979, 640005, 2288979, 24320000, 29, 185723, 2314412
640000, 2288979, 640005, 2288979, 24320000, 30, 192127, 2314453
640000, 2288979, 640005, 2288979, 24320000, 31, 198531, 2317511
640000, 2288979, 640005, 2288979, 24320000, 32, 204935, 2322782
640000, 2288979, 640005, 2288979, 24320000, 33, 211339, 2317375
640000, 2288979, 640005, 2288979, 24320000, 34, 217743, 2312281
640000, 2288979, 640005, 2288979, 24320000, 35, 224147, 2316174
640000, 2288979, 640005, 2288979, 24320000, 36, 230551, 2318401
640000, 2288979, 640005, 2288979, 24320000, 37, 236955, 2318840
640000, 2288979, 640005, 2288979, 24320000, 38, 243359, 2321994
640000, 2288979, 640005, 2288979, 24320000, 39, 249763, 2316940
640000, 2288979, 640005, 2288979, 24320000, 40, 256167, 2315829
640000, 2288979, 640005, 2288979, 24320000, 41, 262571, 2316562
640000, 2288979, 640005, 2288979, 24320000, 42, 268975, 2319309
640000, 2288979, 640005, 2288979, 24320000, 43, 275379, 2320708
640000, 2288979, 640005, 2288979, 24320000, 44, 281783, 2316791
640000, 2288979, 640005, 2288979, 24320000, 45, 288187, 2311837
640000, 2288979, 640005, 2288979, 24320000, 46, 294591, 2313387
640000, 2288979, 640005, 2288979, 24320000, 47, 300995, 2313814
640000, 2288979, 640005, 2288979, 24320000, 48, 307399, 2314380
640000, 2288979, 640005, 2288979, 24320000, 49, 313803, 2316282
640000, 2288979, 640005, 2288979, 24320000, 50, 320207, 2312734
640000, 2288979, 640005, 2288979, 24320000, 51, 326611, 2310144
640000, 2288979, 640005, 2288979, 24320000, 52, 333015, 2311650
640000, 2288979, 640005, 2288979, 24320000, 53, 339419, 2313131
640000, 2288979, 640005, 2288979, 24320000, 54, 345823, 2312891
640000, 2288979, 640005, 2288979, 24320000, 55, 352227, 2311967
640000, 2288979, 640005, 2288979, 24320000, 56, 358631, 2309720
640000, 2288979, 640005, 2288979, 24320000, 57, 365035, 2310369
640000, 2288979, 640005, 2288979, 24320000, 58, 371439, 2310327
640000, 2288979, 640005, 2288979, 24320000, 59, 377843, 2310461
640000, 2288979, 640005, 2288979, 24320000, 60, 384247, 2311487
640000, 2288979, 640005, 2288979, 24320000, 61, 390651, 2310975
640000, 2288979, 640005, 2288979, 24320000, 62, 397055, 2308757
640000, 2288979, 640005, 2288979, 24320000, 63, 403459, 2306764
640000, 2288979, 640005, 2288979, 24320000, 64, 409863, 2307563
640000, 2288979, 640005, 2288979, 24320000, 65, 416267, 2307920
640000, 2288979, 640005, 2288979, 24320000, 66, 422671, 2307914
640000, 2288979, 640005, 2288979, 24320000, 67, 429075, 2307759
640000, 2288979, 640005, 2288979, 24320000, 68, 435479, 2307233
640000, 2288979, 640005, 2288979, 24320000, 69, 441883, 2306813
640000, 2288979, 640005, 2288979, 24320000, 70, 448287, 2307104
640000, 2288979, 640005, 2288979, 24320000, 71, 454691, 2308812
640000, 2288979, 640005, 2288979, 24320000, 72, 461095, 2309930
640000, 2288979, 640005, 2288979, 24320000, 73, 467499, 2308257
640000, 2288979, 640005, 2288979, 24320000, 74, 473903, 2306437
640000, 2288979, 640005, 2288979, 24320000, 75, 480307, 2307659
640000, 2288979, 640005, 2288979, 24320000, 76, 486711, 2308283
640000, 2288979, 640005, 2288979, 24320000, 77, 493115, 2308811
640000, 2288979, 640005, 2288979, 24320000, 78, 499519, 2309321
640000, 2288979, 640005, 2288979, 24320000, 79, 505923, 2307796
640000, 2288979, 640005, 2288979, 24320000, 80, 512327, 2306817
640000, 2288979, 640005, 2288979, 24320000, 81, 518731, 2308547
640000, 2288979, 640005, 2288979, 24320000, 82, 525135, 2310374
640000, 2288979, 640005, 2288979, 24320000, 83, 531539, 2308984
640000, 2288979, 640005, 2288979, 24320000, 84, 537943, 2307490
640000, 2288979, 640005, 2288979, 24320000, 85, 544347, 2308319
640000, 2288979, 640005, 2288979, 24320000, 86, 550751, 2308452
640000, 2288979, 640005, 2288979, 24320000, 87, 557155, 2308980
640000, 2288979, 640005, 2288979, 24320000, 88, 563559, 2309974
640000, 2288979, 640005, 2288979, 24320000, 89, 569963, 2307814
640000, 2288979, 640005, 2288979, 24320000, 90, 576367, 2306169
640000, 2288979, 640005, 2288979, 24320000, 91, 582771, 2307387
640000, 2288979, 640005, 2288979, 24320000, 92, 589175, 2308212
640000, 2288979, 640005, 2288979, 24320000, 93, 595579, 2307362
640000, 2288979, 640005, 2288979, 24320000, 94, 601983, 2306489
640000, 2288979, 640005, 2288979, 24320000, 95, 608387, 2305858
640000, 2288979, 640005, 2288979, 24320000, 96, 614791, 2305180
640000, 2288979, 640005, 2288979, 24320000, 97, 621195, 2306110
640000, 2288979, 640005, 2288979, 24320000, 98, 627599, 2307156
640000, 2288979, 640005, 2288979, 24320000, 99, 634003, 2305905
722500, 2584036, 722505, 2584036, 27455000, 1, 6811, 2890891
722500, 2584036, 722505, 2584036, 27455000, 2, 13615, 2679026
722500, 2584036, 722505, 2584036, 27455000, 3, 20419, 2571718
722500, 2584036, 722505, 2584036, 27455000, 4, 27223, 2603900
722500, 2584036, 722505, 2584036, 27455000, 5, 34027, 2648389
722500, 2584036, 722505, 2584036, 27455000, 6, 40831, 2587846
722500, 2584036, 722505, 2584036, 27455000, 7, 47635, 2588141
722500, 2584036, 722505, 2584036, 27455000, 8, 54439, 2588542
722500, 2584036, 722505, 2584036, 27455000, 9, 61243, 2589113
722500, 2584036, 722505, 2584036, 27455000, 10, 68047, 2588781
722500, 2584036, 722505, 2584036, 27455000, 11, 74851, 2588852
722500, 2584036, 722505, 2584036, 27455000, 12, 81655, 2588811
722500, 2584036, 722505, 2584036, 27455000, 13, 88459, 2588790
722500, 2584036, 722505, 2584036, 27455000, 14, 95263, 2588127
722500, 2584036, 722505, 2584036, 27455000, 15, 102067, 2587326
722500, 2584036, 722505, 2584036, 27455000, 16, 108871, 2586959
722500, 2584036, 722505, 2584036, 27455000, 17, 115675, 2587087
722500, 2584036, 722505, 2584036, 27455000, 18, 122479, 2586137
722500, 2584036, 722505, 2584036, 27455000, 19, 129283, 2585685
722500, 2584036, 722505, 2584036, 27455000, 20, 136087, 2585348
722500, 2584036, 722505, 2584036, 27455000, 21, 142891, 2585094
722500, 2584036, 722505, 2584036, 27455000, 22, 149695, 2584916
722500, 2584036, 722505, 2584036, 27455000, 23, 156499, 2584886
722500, 2584036, 722505, 2584036, 27455000, 24, 163303, 2584886
722500, 2584036, 722505, 2584036, 27455000, 25, 170107, 2584886
722500, 2584036, 722505, 2584036, 27455000, 26, 176911, 2584886
722500, 2584036, 722505, 2584036, 27455000, 27, 183715, 2584886
722500, 2584036, 722505, 2584036, 27455000, 28, 190519, 2584886
722500, 2584036, 722505, 2584036, 27455000, 29, 197323, 2584886
722500, 2584036, 722505, 2584036, 27455000, 30, 204127, 2584886
722500, 2584036, 722505, 2584036, 27455000, 31, 210931, 2584886
722500, 2584036, 722505, 2584036, 27455000, 32, 217735, 2584886
722500, 2584036, 722505, 2584036, 27455000, 33, 224539, 2584886
722500, 2584036, 722505, 2584036, 27455000, 34, 231343, 2584886
722500, 2584036, 722505, 2584036, 27455000, 35, 238147, 2584886
722500, 2584036, 722505, 2584036, 27455000, 36, 244951, 2584886
722500, 2584036, 722505, 2584036, 27455000, 37, 251755, 2584886
722500, 2584036, 722505, 2584036, 27455000, 38, 258559, 2584886
722500, 2584036, 722505, 2584036, 27455000, 39, 265363, 2584886
722500, 2584036, 722505, 2584036, 27455000, 40, 272167, 2584886
722500, 2584036, 722505, 2584036, 27455000, 41, 278971, 2584886
722500, 2584036, 722505, 2584036, 27455000, 42, 285775, 2584886
722500, 2584036, 722505, 2584036, 27455000, 43, 292579, 2584886
722500, 2584036, 722505, 2584036, 27455000, 44, 299383, 2584886
722500, 2584036, 722505, 2584036, 27455000, 45, 306187, 2584886
722500, 2584036, 722505, 2584036, 27455000, 46, 312991, 2584886
722500, 2584036, 722505, 2584036, 27455000, 47, 319795, 2584886
722500, 2584036, 722505, 2584036, 27455000, 48, 326599, 2584886
722500, 2584036, 722505, 2584036, 27455000, 49, 333403, 2584886
722500, 2584036, 722505, 2584036, 27455000, 50, 340207, 2584886
722500, 2584036, 722505, 2584036, 27455000, 51, 347011, 2584886
722500, 2584036, 722505, 2584036, 27455000, 52, 353815, 2584886
722500, 2584036, 722505, 2584036, 27455000, 53, 360619, 2584886
722500, 2584036, 722505, 2584036, 27455000, 54, 367423, 2584886
722500, 2584036, 722505, 2584036, 27455000, 55, 374227, 2584886
722500, 2584036, 722505, 2584036, 27455000, 56, 381031, 2584886
722500, 2584036, 722505, 2584036, 27455000, 57, 387835, 2584886
722500, 2584036, 722505, 2584036, 27455000, 58, 394639, 2584886
722500, 2584036, 722505, 2584036, 27455000, 59, 401443, 2584886
722500, 2584036, 722505, 2584036, 27455000, 60, 408247, 2584886
722500, 2584036, 722505, 2584036, 27455000, 61, 415051, 2584886
722500, 2584036, 722505, 2584036, 27455000, 62, 421855, 2584886
722500, 2584036, 722505, 2584036, 27455000, 63, 428659, 2584886
722500, 2584036, 722505, 2584036, 27455000, 64, 435463, 2584886
722500, 2584036, 722505, 2584036, 27455000, 65, 442267, 2584886
722500, 2584036, 722505, 2584036, 27455000, 66, 449071, 2584886
722500, 2584036, 722505, 2584036, 27455000, 67, 455875, 2584886
722500, 2584036, 722505, 2584036, 27455000, 68, 462679, 2584886
722500, 2584036, 722505, 2584036, 27455000, 69, 469483, 2584886
722500, 2584036, 722505, 2584036, 27455000, 70, 476287, 2584886
722500, 2584036, 722505, 2584036, 27455000, 71, 483091, 2584886
722500, 2584036, 722505, 2584036, 27455000, 72, 489895, 2584886
722500, 2584036, 722505, 2584036, 27455000, 73, 496699, 2584886
722500, 2584036, 722505, 2584036, 27455000, 74, 503503, 2584886
722500, 2584036, 722505, 2584036, 27455000, 75, 510307, 2584886
722500, 2584036, 722505, 2584036, 27455000, 76, 517111, 2584886
722500, 2584036, 722505, 2584036, 27455000, 77, 523915, 2584886
722500, 2584036, 722505, 2584036, 27455000, 78, 530719, 2584886
722500, 2584036, 722505, 2584036, 27455000, 79, 537523, 2584886
722500, 2584036, 722505, 2584036, 27455000, 80, 544327, 2584886
722500, 2584036, 722505, 2584036, 27455000, 81, 551131, 2584886
722500, 2584036, 722505, 2584036, 27455000, 82, 557935, 2584886
722500, 2584036, 722505, 2584036, 27455000, 83, 564739, 2584886
722500, 2584036, 722505, 2584036, 27455000, 84, 571543, 2584886
722500, 2584036, 722505, 2584036, 27455000, 85, 578347, 2584886
722500, 2584036, 722505, 2584036, 27455000, 86, 585151, 2584886
722500, 2584036, 722505, 2584036, 27455000, 87, 591955, 2584886
722500, 2584036, 722505, 2584036, 27455000, 88, 598759, 2584886
722500, 2584036, 722505, 2584036, 27455000, 89, 605563, 2584886
722500, 2584036, 722505, 2584036, 27455000, 90, 612367, 2584886
722500, 2584036, 722505, 2584036, 27455000, 91, 619171, 2584886
722500, 2584036, 722505, 2584036, 27455000, 92, 625975, 2584886
722500, 2584036, 722505, 2584036, 27455000, 93, 632779, 2584886
722500, 2584036, 722505, 2584036, 27455000, 94, 639583, 2584886
722500, 2584036, 722505, 2584036, 27455000, 95, 646387, 2584886
722500, 2584036, 722505, 2584036, 27455000, 96, 653191, 2584886
722500, 2584036, 722505, 2584036, 27455000, 97, 659995, 2584886
722500, 2584036, 722505, 2584036, 27455000, 98, 666799, 2584886
722500, 2584036, 722505, 2584036, 27455000, 99, 673603, 2584886
810000, 2896978, 810005, 2896978, 30780000, 1, 7211, 3240941
810000, 2896978, 810005, 2896978, 30780000, 2, 14415, 3035003
810000, 2896978, 810005, 2896978, 30780000, 3, 21619, 2930291
810000, 2896978, 810005, 2896978, 30780000, 4, 28823, 2945233
810000, 2896978, 810005, 2896978, 30780000, 5, 36027, 2981846
810000, 2896978, 810005, 2896978, 30780000, 6, 43231, 2951822
810000, 2896978, 810005, 2896978, 30780000, 7, 50435, 2903284
810000, 2896978, 810005, 2896978, 30780000, 8, 57639, 2911234
810000, 2896978, 810005, 2896978, 30780000, 9, 64843, 2908210
810000, 2896978, 810005, 2896978, 30780000, 10, 72047, 2919003
810000, 2896978, 810005, 2896978, 30780000, 11, 79251, 2924222
810000, 2896978, 810005, 2896978, 30780000, 12, 86455, 2911056
810000, 2896978, 810005, 2896978, 30780000, 13, 93659, 2900389
810000, 2896978, 810005, 2896978, 30780000, 14, 100863, 2911281
810000, 2896978, 810005, 2896978, 30780000, 15, 108067, 2919583
810000, 2896978, 810005, 2896978, 30780000, 16, 115271, 2917944
810000, 2896978, 810005, 2896978, 30780000, 17, 122475, 2909720
810000, 2896978, 810005, 2896978, 30780000, 18, 129679, 2917121
810000, 2896978, 810005, 2896978, 30780000, 19, 136883, 2929159
810000, 2896978, 810005, 2896978, 30780000, 20, 144087, 2935900
810000, 2896978, 810005, 2896978, 30780000, 21, 151291, 2950410
810000, 2896978, 810005, 2896978, 30780000, 22, 158495, 2939781
810000, 2896978, 810005, 2896978, 30780000, 23, 165699, 2928321
810000, 2896978, 810005, 2896978, 30780000, 24, 172903, 2936167
810000, 2896978, 810005, 2896978, 30780000, 25, 180107, 2941720
810000, 2896978, 810005, 2896978, 30780000, 26, 187311, 2935403
810000, 2896978, 810005, 2896978, 30780000, 27, 194515, 2930611
810000, 2896978, 810005, 2896978, 30780000, 28, 201719, 2923098
810000, 2896978, 810005, 2896978, 30780000, 29, 208923, 2917997
810000, 2896978, 810005, 2896978, 30780000, 30, 216127, 2913334
810000, 2896978, 810005, 2896978, 30780000, 31, 223331, 2912971
810000, 2896978, 810005, 2896978, 30780000, 32, 230535, 2909990
